,レース日,レースタイトル,レースカテゴリ,レースクラス,レースルール,レース重量,レースコース,着順,枠,馬番,馬名,性齢,負担重量,騎手名,タイム,着差,コーナー週過順位,推定上がり,馬体重,馬体重(増減),調教師名,単勝人気
0,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,1,8,18,ダノンスコーピオン,牡3,57.0,川田 将雅,1:32.3,,7-6,34.3,460,+2,安田 隆行,4
1,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,2,1,1,マテンロウオリオン,牡3,57.0,横山 典弘,1:32.3,クビ,17-16,33.5,484,-2,昆 貢,3
2,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,3,5,10,カワキタレブリー,牡3,57.0,菅原 明良,1:32.4,クビ,15-14,33.8,420,-12,杉山 佳明,18
3,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,4,2,4,セリフォス,牡3,57.0,福永 祐一,1:32.6,1 1/4,5-6,34.6,490,+4,中内田 充正,1
4,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,5,6,11,インダストリア,牡3,57.0,D.レーン,1:32.7,クビ,10-8,34.6,486,-2,宮田 敬介,2
5,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,6,3,5,キングエルメス,牡3,57.0,坂井 瑠星,1:32.8,3/4,3-3,35.1,488,+4,矢作 芳人,9
6,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,7,7,13,ジャングロ,牡3,57.0,武 豊,1:32.9,1/2,18-18,33.8,464,+4,森 秀行,6
7,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,8,3,6,トウシンマカオ,牡3,57.0,戸崎 圭太,1:33.1,1 1/4,1-1,35.7,448,-4,高柳 瑞樹,11
8,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,9,4,8,アルーリングウェイ,牝3,55.0,藤岡 佑介,1:33.3,1 1/2,14-14,34.7,460,+6,藤岡 健一,5
9,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,10,4,7,タイセイディバイン,牡3,57.0,松若 風馬,1:33.4,1/2,5-4,35.6,514,-2,高野 友和,10
10,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,11,2,3,ソリタリオ,牡3,57.0,鮫島 克駿,1:33.5,クビ,10-12,35.1,486,+8,西村 真幸,13
11,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,12,5,9,ダンテスヴュー,牡3,57.0,吉田 隼人,1:33.5,ハナ,12-12,35.1,456,0,友道 康夫,12
12,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,13,8,17,ステルナティーア,牝3,55.0,池添 謙一,1:33.6,1,9-9,35.4,436,-4,木村 哲也,14
13,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,14,6,12,セイクリッド,牝3,55.0,菊沢 一樹,1:33.7,クビ,16-16,34.9,450,-2,大根田 裕之,17
14,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,15,8,16,プルパレイ,牡3,57.0,M.デムーロ,1:33.9,1 1/2,12-11,35.6,496,+2,須貝 尚介,8
15,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,16,7,15,オタルエバー,牡3,57.0,横山 和生,1:34.0,1/2,2-2,36.4,480,+10,中竹 和也,15
16,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,17,1,2,ソネットフレーズ,牝3,55.0,横山 武史,1:34.6,4,7-9,36.4,474,+8,手塚 貴久,7
17,2022-05-08,NHKマイルカップ,3歳,オープン,国際牡牝指定,定量,1600メートル芝左,18,7,14,フォラブリューテ,牝3,55.0,大野 拓弥,1:35.7,7,3-4,37.9,446,+4,宮田 敬介,16
0,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,1,4,8,スターズオンアース,牝3,55.0,川田 将雅,1:32.9,,10-9,33.5,470,-4,高柳 瑞樹,7
1,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,2,3,6,ウォーターナビレラ,牝3,55.0,武 豊,1:32.9,ハナ,2-2,34.0,464,-14,武 幸四郎,3
2,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,3,1,1,ナムラクレア,牝3,55.0,浜中 俊,1:33.0,1/2,4-4,33.9,462,-4,長谷川 浩大,6
3,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,4,8,16,サークルオブライフ,牝3,55.0,M.デムーロ,1:33.0,クビ,13-15,33.3,482,+6,国枝 栄,2
4,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,5,3,5,ピンハイ,牝3,55.0,高倉 稜,1:33.0,クビ,12-13,33.4,406,-8,田中 克典,13
5,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,6,2,4,パーソナルハイ,牝3,55.0,吉田 豊,1:33.1,アタマ,8-9,33.8,458,-6,矢作 芳人,17
6,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,7,6,12,ベルクレスタ,牝3,55.0,吉田 隼人,1:33.1,ハナ,13-13,33.5,460,-4,須貝 尚介,9
7,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,8,2,3,アルーリングウェイ,牝3,55.0,藤岡 佑介,1:33.1,クビ,4-4,34.0,454,0,藤岡 健一,5
8,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,9,4,7,サブライムアンセム,牝3,55.0,岩田 望来,1:33.1,クビ,8-9,33.7,478,+2,藤原 英昭,11
9,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,10,8,18,ナミュール,牝3,55.0,横山 武史,1:33.2,クビ,13-12,33.7,426,-4,高野 友和,1
10,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,11,7,14,プレサージュリフト,牝3,55.0,戸崎 圭太,1:33.4,1 1/2,18-17,33.5,460,-4,木村 哲也,4
11,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,12,1,2,カフジテトラゴン,牝3,55.0,古川 吉洋,1:33.7,1 3/4,1-1,34.9,442,-8,武 英智,18
12,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,13,5,9,クロスマジェスティ,牝3,55.0,武藤 雅,1:33.8,1/2,4-7,34.6,472,+2,水野 貴広,15
13,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,14,8,17,フォラブリューテ,牝3,55.0,C.ルメール,1:33.8,アタマ,16-15,34.1,442,+2,宮田 敬介,12
14,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,15,7,15,アネゴハダ,牝3,55.0,幸 英明,1:33.8,クビ,10-7,34.6,436,-2,佐々木 晶三,16
15,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,16,5,10,ライラック,牝3,55.0,福永 祐一,1:34.0,1 1/4,16-17,34.1,426,+6,相沢 郁,10
16,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,17,7,13,ラズベリームース,牝3,55.0,池添 謙一,1:34.1,クビ,4-4,35.0,480,-20,林 徹,14
17,2022-04-10,桜花賞,3歳,オープン,国際牝指定,定量,1600メートル芝右 外,18,6,11,ラブリイユアアイズ,牝3,55.0,坂井 瑠星,1:34.3,1 1/4,2-3,35.3,432,+4,黒岩 陽一,8
0,2020-10-04,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,1,5,10,グランアレグリア,牝4,55.0,C.ルメール,1:08.3,,15-15,33.6,504,+12,藤沢 和雄,1
1,2020-10-04,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,2,2,3,ダノンスマッシュ,牡5,57.0,川田 将雅,1:08.6,2,4-4,35.0,472,+2,安田 隆行,3
2,2020-10-04,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,3,8,16,アウィルアウェイ,牝4,55.0,松山 弘平,1:08.7,1/2,16-16,33.7,478,-4,高野 友和,10
3,2020-10-04,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,4,4,7,ミスターメロディ,牡5,57.0,福永 祐一,1:08.8,1/2,7-3,35.0,492,-2,藤原 英昭,7
4,2020-10-04,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,5,8,15,クリノガウディー,牡4,57.0,三浦 皇成,1:09.0,1,13-13,34.6,490,0,藤沢 則雄,9
5,2020-10-04,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,6,7,13,,牡6,57.0,M.デムーロ,1:09.0,アタマ,11-11,34.7,474,-4,庄野 靖志,4
6,2020-10-04,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,7,3,5,メイショウグロッケ,牝6,55.0,浜中 俊,1:09.1,1/2,5-7,35.4,460,-4,荒川 義之,12
7,2020-10-04,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,8,1,1,ダイメイプリンセス,牝7,55.0,秋山 真一郎,1:09.1,ハナ,8-9,35.1,504,+2,森田 直行,15
8,2020-10-04,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,9,3,6,ライトオンキュー,牡5,57.0,古川 吉洋,1:09.1,ハナ,5-6,35.4,512,0,昆 貢,6
9,2020-10-04,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,10,1,2,モズスーパーフレア,牝5,55.0,松若 風馬,1:09.3,1,1-1,36.5,502,-6,音無 秀孝,2
10,2020-10-04,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,11,7,14,エイティーンガール,牝4,55.0,池添 謙一,1:09.3,ハナ,14-13,34.8,448,-8,飯田 祐史,8
11,2020-10-04,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,12,2,4,,牡7,57.0,北村 宏司,1:09.3,クビ,8-7,35.3,500,-4,星野 忍,16
12,2020-10-04,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,13,5,9,ダイアトニック,牡5,57.0,横山 典弘,1:09.7,2 1/2,8-10,35.7,474,-2,安田 隆行,5
13,2020-10-04,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,14,4,8,ダイメイフジ,牡6,57.0,菱田 裕二,1:09.7,アタマ,11-11,35.4,506,-14,森田 直行,13
14,2020-10-04,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,15,6,11,,牝5,55.0,斎藤 新,1:09.8,1/2,3-4,36.4,448,-2,森田 直行,14
15,2020-10-04,スプリンターズステークス,3歳以上,オープン,国際指定,定量,1200メートル芝右 外,16,6,12,ビアンフェ,牡3,55.0,藤岡 佑介,1:10.3,3,2-2,37.5,560,0,中竹 和也,11
0,2019-04-13,農林水産省賞典 中山グランドジャンプ,サラ系障害4歳以上,オープン,国際,定量,4250メートル芝 外,1,5,5,オジュウチョウサン,牡8,63.0,石神 深一,4:47.6,,2-2-2-1,13.5,512,-4,和田 正一郎,1
1,2019-04-13,農林水産省賞典 中山グランドジャンプ,サラ系障害4歳以上,オープン,国際,定量,4250メートル芝 外,2,3,3,シンキングダンサー,牡6,63.0,金子 光希,4:48.0,2 1/2,6-5-1-2,13.6,474,0,武市 康男,6
2,2019-04-13,農林水産省賞典 中山グランドジャンプ,サラ系障害4歳以上,オープン,国際,定量,4250メートル芝 外,3,4,4,マイネルプロンプト,せん7,63.0,森 一馬,4:49.1,7,4-4-5-5,13.6,470,-6,坂口 智康,4
3,2019-04-13,農林水産省賞典 中山グランドジャンプ,サラ系障害4歳以上,オープン,国際,定量,4250メートル芝 外,4,6,6,ラピッドシップ,牡5,63.0,北沢 伸也,4:49.2,クビ,7-7-7-6,13.6,482,+4,武 英智,8
4,2019-04-13,農林水産省賞典 中山グランドジャンプ,サラ系障害4歳以上,オープン,国際,定量,4250メートル芝 外,5,8,10,タイセイドリーム,牡9,63.0,平沢 健治,4:49.2,クビ,5-5-2-3,13.6,544,-12,矢作 芳人,3
5,2019-04-13,農林水産省賞典 中山グランドジャンプ,サラ系障害4歳以上,オープン,国際,定量,4250メートル芝 外,6,1,1,ニホンピロバロン,牡9,63.0,白浜 雄造,4:49.8,3 1/2,3-3-4-4,13.6,486,0,田所 秀孝,2
6,2019-04-13,農林水産省賞典 中山グランドジャンプ,サラ系障害4歳以上,オープン,国際,定量,4250メートル芝 外,7,7,8,ルペールノエル,牡9,63.0,高田 潤,4:51.0,7,8-8-8-8,13.7,518,-16,藤原 英昭,7
7,2019-04-13,農林水産省賞典 中山グランドジャンプ,サラ系障害4歳以上,オープン,国際,定量,4250メートル芝 外,8,2,2,ミヤジタイガ,牡9,63.0,西谷 誠,4:53.2,大差,1-1-5-7,13.8,496,-6,武 幸四郎,5
8,2019-04-13,農林水産省賞典 中山グランドジャンプ,サラ系障害4歳以上,オープン,国際,定量,4250メートル芝 外,9,8,11,ヤマニンシルフ,牡6,63.0,小坂 忠士,4:54.3,7,9-9-9-9,13.8,460,0,山内 研二,11
0,2018-12-23,有馬記念,サラ系3歳以上,オープン,国際指定,定量,2500メートル芝右,1,4,8,ブラストワンピース,牡3,55.0,池添 謙一,2:32.2,,6-6-7-4,35.7,534,+4,大竹 正博,3
1,2018-12-23,有馬記念,サラ系3歳以上,オープン,国際指定,定量,2500メートル芝右,2,6,12,レイデオロ,牡4,57.0,C.ルメール,2:32.2,クビ,9-9-9-8,35.4,490,+8,藤沢 和雄,1
2,2018-12-23,有馬記念,サラ系3歳以上,オープン,国際指定,定量,2500メートル芝右,3,8,15,シュヴァルグラン,牡6,57.0,H.ボウマン,2:32.4,1 1/4,13-11-11-10,35.5,470,+2,友道 康夫,9
3,2018-12-23,有馬記念,サラ系3歳以上,オープン,国際指定,定量,2500メートル芝右,4,6,11,ミッキーロケット,牡5,57.0,O.マーフィー,2:32.7,1 1/2,2-2-2-2,36.6,472,-2,音無 秀孝,8
4,2018-12-23,有馬記念,サラ系3歳以上,オープン,国際指定,定量,2500メートル芝右,5,7,14,キセキ,牡4,57.0,川田 将雅,2:32.8,3/4,1-1-1-1,37.5,506,+2,中竹 和也,2
5,2018-12-23,有馬記念,サラ系3歳以上,オープン,国際指定,定量,2500メートル芝右,6,3,6,サトノダイヤモンド,牡5,57.0,B.アヴドゥラ,2:32.8,クビ,8-8-7-8,36.2,506,+2,池江 泰寿,6
6,2018-12-23,有馬記念,サラ系3歳以上,オープン,国際指定,定量,2500メートル芝右,7,8,16,サクラアンプルール,牡7,57.0,田辺 裕信,2:32.9,クビ,13-14-14-12,35.6,486,+18,金成 貴史,15
7,2018-12-23,有馬記念,サラ系3歳以上,オープン,国際指定,定量,2500メートル芝右,8,2,3,モズカッチャン,牝4,55.0,M.デムーロ,2:33.0,3/4,6-6-4-4,36.7,486,-4,鮫島 一歩,4
8,2018-12-23,有馬記念,サラ系3歳以上,オープン,国際指定,定量,2500メートル芝右,9,1,1,オジュウチョウサン,牡7,57.0,武 豊,2:33.0,アタマ,3-3-2-2,36.9,514,+2,和田 正一郎,5
9,2018-12-23,有馬記念,サラ系3歳以上,オープン,国際指定,定量,2500メートル芝右,10,2,4,マカヒキ,牡5,57.0,岩田 康誠,2:33.0,アタマ,9-9-9-10,36.3,504,+10,友道 康夫,12
10,2018-12-23,有馬記念,サラ系3歳以上,オープン,国際指定,定量,2500メートル芝右,11,5,10,ミッキースワロー,牡4,57.0,横山 典弘,2:33.1,1/2,16-16-16-16,35.4,480,-2,菊沢 隆徳,10
11,2018-12-23,有馬記念,サラ系3歳以上,オープン,国際指定,定量,2500メートル芝右,12,5,9,リッジマン,牡5,57.0,蛯名 正義,2:33.4,2,13-14-14-14,36.1,446,0,庄野 靖志,13
12,2018-12-23,有馬記念,サラ系3歳以上,オープン,国際指定,定量,2500メートル芝右,13,7,13,スマートレイアー,牝8,55.0,戸崎 圭太,2:33.5,クビ,11-13-12-14,36.4,460,-18,大久保 龍志,16
13,2018-12-23,有馬記念,サラ系3歳以上,オープン,国際指定,定量,2500メートル芝右,14,3,5,パフォーマプロミス,牡6,57.0,C.デムーロ,2:33.7,1 1/4,11-11-12-12,36.7,464,+10,藤原 英昭,7
14,2018-12-23,有馬記念,サラ系3歳以上,オープン,国際指定,定量,2500メートル芝右,15,1,2,クリンチャー,牡4,57.0,福永 祐一,2:33.8,1/2,3-5-4-4,37.5,490,前計不,宮本 博,11
15,2018-12-23,有馬記念,サラ系3歳以上,オープン,国際指定,定量,2500メートル芝右,16,4,7,サウンズオブアース,牡7,57.0,藤岡 佑介,2:34.5,4,3-3-4-7,38.2,504,+14,藤岡 健一,14
0,2021-10-31,天皇賞秋,3歳以上,オープン,国際指定,定量,2000メートル芝左,1,3,5,エフフォーリア,牡3,56.0,横山 武史,1:57.9,,6-6-6,33.2,514,+4,鹿戸 雄一,3
1,2021-10-31,天皇賞秋,3歳以上,オープン,国際指定,定量,2000メートル芝左,2,1,1,コントレイル,牡4,58.0,福永 祐一,1:58.0,1,9-8-8,33.0,464,-8,矢作 芳人,1
2,2021-10-31,天皇賞秋,3歳以上,オープン,国際指定,定量,2000メートル芝左,3,5,9,グランアレグリア,牝5,56.0,C.ルメール,1:58.1,クビ,2-2-2,33.8,504,+2,藤沢 和雄,2
3,2021-10-31,天皇賞秋,3歳以上,オープン,国際指定,定量,2000メートル芝左,4,4,8,サンレイポケット,牡6,58.0,鮫島 克駿,1:58.4,1 3/4,10-6-6,33.6,472,0,高橋 義忠,10
4,2021-10-31,天皇賞秋,3歳以上,オープン,国際指定,定量,2000メートル芝左,5,8,15,ヒシイグアス,牡5,58.0,松山 弘平,1:58.7,1 3/4,7-8-8,33.7,492,+2,堀 宣行,7
5,2021-10-31,天皇賞秋,3歳以上,オープン,国際指定,定量,2000メートル芝左,6,2,4,ポタジェ,牡4,58.0,川田 将雅,1:58.7,クビ,4-3-3,34.1,474,+2,友道 康夫,5
6,2021-10-31,天皇賞秋,3歳以上,オープン,国際指定,定量,2000メートル芝左,7,7,13,ペルシアンナイト,牡7,58.0,大野 拓弥,1:58.7,アタマ,15-15-14,33.1,490,-12,池江 泰寿,13
7,2021-10-31,天皇賞秋,3歳以上,オープン,国際指定,定量,2000メートル芝左,8,6,12,ラストドラフト,牡5,58.0,三浦 皇成,1:58.9,1 1/2,7-10-11,33.6,462,-6,戸田 博文,14
8,2021-10-31,天皇賞秋,3歳以上,オープン,国際指定,定量,2000メートル芝左,9,8,16,ユーキャンスマイル,牡6,58.0,藤岡 佑介,1:59.0,クビ,13-14-14,33.4,500,-16,友道 康夫,12
9,2021-10-31,天皇賞秋,3歳以上,オープン,国際指定,定量,2000メートル芝左,10,6,11,,牡7,58.0,柴田 善臣,1:59.1,3/4,11-12-11,33.8,492,-10,角田 晃一,16
10,2021-10-31,天皇賞秋,3歳以上,オープン,国際指定,定量,2000メートル芝左,11,4,7,ワールドプレミア,牡5,58.0,岩田 康誠,1:59.1,アタマ,14-13-11,33.7,482,-4,友道 康夫,6
11,2021-10-31,天皇賞秋,3歳以上,オープン,国際指定,定量,2000メートル芝左,12,7,14,カレンブーケドール,牝5,56.0,戸崎 圭太,1:59.2,1/2,4-3-3,34.7,482,+2,国枝 栄,4
12,2021-10-31,天皇賞秋,3歳以上,オープン,国際指定,定量,2000メートル芝左,13,2,3,モズベッロ,牡5,58.0,池添 謙一,1:59.3,1/2,11-10-8,34.2,482,+2,森田 直行,9
13,2021-10-31,天皇賞秋,3歳以上,オープン,国際指定,定量,2000メートル芝左,14,5,10,,牡5,58.0,横山 典弘,1:59.3,ハナ,1-1-1,35.0,466,-2,北出 成人,11
14,2021-10-31,天皇賞秋,3歳以上,オープン,国際指定,定量,2000メートル芝左,15,3,6,トーセンスーリヤ,牡6,58.0,横山 和生,1:59.4,1/2,2-3-3,34.8,488,0,小野 次郎,8
15,2021-10-31,天皇賞秋,3歳以上,オープン,国際指定,定量,2000メートル芝左,16,1,2,カデナ,牡7,58.0,田辺 裕信,1:59.7,2,16-16-16,33.8,478,+2,中竹 和也,15
0,2019-03-31,大阪杯,サラ系4歳以上,オープン,国際指定,定量,2000メートル芝右,1,3,3,,牡5,57.0,北村 友一,2:01.0,,4-3-4-4,35.2,524,-4,池江 泰寿,9
1,2019-03-31,大阪杯,サラ系4歳以上,オープン,国際指定,定量,2000メートル芝右,2,4,6,キセキ,牡5,57.0,川田 将雅,2:01.0,クビ,2-2-2-2,35.4,508,+2,角居 勝彦,2
2,2019-03-31,大阪杯,サラ系4歳以上,オープン,国際指定,定量,2000メートル芝右,3,2,2,ワグネリアン,牡4,57.0,福永 祐一,2:01.1,クビ,7-7-8-8,35.1,468,+8,友道 康夫,4
3,2019-03-31,大阪杯,サラ系4歳以上,オープン,国際指定,定量,2000メートル芝右,4,1,1,マカヒキ,牡6,57.0,岩田 康誠,2:01.2,3/4,14-14-11-11,34.9,506,-8,友道 康夫,10
